Date,Close,signal,proba_up
2021-08-16,45901.29,0,0.6463744839848412
2021-08-17,44695.95,1,0.6144563961727753
2021-08-18,44705.29,1,0.7564664396609544
2021-08-19,46760.62,1,0.6348503577095908
2021-08-20,49322.47,0,0.6948783896831795
2021-08-21,48821.87,0,0.6091891700765908
2021-08-22,49239.22,0,0.6885250137206588
2021-08-23,49488.85,0,0.6703541732353545
2021-08-24,47674.01,0,0.766042398836677
2021-08-25,48973.32,0,0.7045834956207122
2021-08-26,46843.87,0,0.8224223509211509
2021-08-27,49069.9,1,0.5899115897464169
2021-08-28,48895.35,0,0.6918238995603201
2021-08-29,48767.83,1,0.6708100322665048
2021-08-30,46982.91,0,0.6466619098899871
2021-08-31,47100.89,0,0.6568609162951674
2021-09-01,48810.52,0,0.6499031936802838
2021-09-02,49246.64,0,0.5609743737728141
2021-09-03,49999.14,0,0.6102317583976313
2021-09-04,49915.64,0,0.6592465547602195
2021-09-05,51756.88,0,0.5156454677865958
2021-09-06,52663.9,0,0.6075960271306082
2021-09-07,46863.73,0,0.7347982278543945
2021-09-08,46048.31,1,0.6961913364215185
2021-09-09,46395.14,1,0.6263940738265028
2021-09-10,44850.91,0,0.753137774807047
2021-09-11,45173.69,1,0.7201565274315348
2021-09-12,46025.24,1,0.5890780958400619
2021-09-13,44940.73,1,0.7651721905891784
2021-09-14,47111.52,1,0.6177335850399421
2021-09-15,48121.41,1,0.6281312548131168
2021-09-16,47737.82,1,0.6369515036378551
2021-09-17,47299.98,1,0.5903949713052925
2021-09-18,48292.74,1,0.5856372908755093
2021-09-19,47241.75,1,0.55944594010567
2021-09-20,43015.62,1,0.8237479884111486
2021-09-21,40734.38,1,0.8105518302608963
2021-09-22,43543.61,1,0.5317878411563499
2021-09-23,44865.26,0,0.6491180622396807
2021-09-24,42810.57,0,0.7813778144821266
2021-09-25,42670.64,0,0.7424878355201389
2021-09-26,43160.9,0,0.7062399232234664
2021-09-27,42147.35,1,0.6298368025039758
2021-09-28,41026.54,0,0.7445302912122688
2021-09-29,41524.28,0,0.7472806976209121
2021-09-30,43824.1,0,0.6932933102810758
2021-10-01,48141.61,0,0.6519157181461922
2021-10-02,47634.9,0,0.7546268797290488
2021-10-03,48200.01,1,0.6187408575027689
2021-10-04,49224.94,1,0.6899603290970556
2021-10-05,51471.99,0,0.5361605054261742
2021-10-06,55315.0,1,0.5484314014485847
2021-10-07,53785.22,0,0.7475900580719963
2021-10-08,53951.43,0,0.6256315958222185
